"" "tlid" "prop_account_id" "prop_class" "code_area" "mrkt_land_val" "mrkt_bld_val" "mrkt_special_val" "mrkt_tot_val" "assessed_val" "legal_desc" "address" "lot_size" "taxes_2018" "taxes_2019"
16 "1S209CD01800" "R2197787" "1010" "029.13" 147510 271960 0 419470 258350 "RIVER BEND Lot:11  " "4034 SE OAKHURST ST. HILLSBORO OR, 97123" 0.08 4248.25 4437.94
17 "1S209CD01900" "R2197788" "1010" "029.13" 147510 294110 0 441620 272640 "RIVER BEND Lot:12  " "4018 SE OAKHURST ST. HILLSBORO OR, 97123" 0.08 4483.14 4683.42
18 "1S209CD02000" "R2197789" "1010" "029.13" 147510 276200 0 423710 261080 "RIVER BEND Lot:13  " "4002 SE OAKHURST ST. HILLSBORO OR, 97123" 0.1 4293.11 4484.85
19 "1S209CD02100" "R2197790" "1010" "029.13" 147510 291420 0 438930 270910 "RIVER BEND Lot:14  " "3822 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.08 4454.68 4653.7
20 "1S209CD02200" "R2197791" "1010" "029.13" 125390 309460 0 434850 272820 "RIVER BEND Lot:15  " "3824 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.1 4169.15 4686.5
21 "1S209CD02300" "R2197792" "1010" "029.13" 144190 297350 0 441540 280460 "RIVER BEND Lot:16  " "3825 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4611.84 4817.72
22 "1S209CD02400" "R2197793" "1010" "029.13" 169650 303190 0 472840 295080 "RIVER BEND Lot:17  " "3821 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.1 4852.19 5068.89
23 "1S209CD02500" "R2197794" "1010" "029.13" 169650 297350 0 467000 290640 "RIVER BEND Lot:18  " "3819 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.07 4474.51 4992.61
24 "1S209CD02600" "R2197795" "1010" "029.13" 169650 309460 0 479110 299130 "RIVER BEND Lot:19  " "3815 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.08 4918.74 5138.46
25 "1S209CD02700" "R2197796" "1010" "029.13" 169650 297350 0 467000 291300 "RIVER BEND Lot:20  " "3811 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4790.04 5003.96
26 "1S209CD02800" "R2197797" "1010" "029.13" 169650 301410 0 471060 293930 "RIVER BEND Lot:21  " "3805 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4833.22 5049.14
27 "1S209CD02900" "R2197798" "1010" "029.13" 169650 296250 0 465900 294980 "RIVER BEND Lot:22  " "3797 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4850.51 5067.18
28 "1S209CD03000" "R2197799" "1010" "029.13" 169650 309310 0 478960 278110 "RIVER BEND Lot:23  " "3791 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4573.08 4777.39
29 "1S209CD03100" "R2197800" "1010" "029.13" 169650 305090 0 474740 296310 "RIVER BEND Lot:24  " "3785 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4872.35 5090.04
30 "1S209CD03200" "R2197801" "1010" "029.13" 169650 300620 0 470270 293420 "RIVER BEND Lot:25  " "3779 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4824.92 5040.37
31 "1S209CD03300" "R2197802" "1010" "029.13" 169650 305640 0 475290 296670 "RIVER BEND Lot:26  " "3775 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4878.28 5096.18
32 "1S209CD03400" "R2197803" "1010" "029.13" 169650 305330 0 474980 296460 "RIVER BEND Lot:27  " "3771 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4874.89 5092.59
33 "1S209CD03500" "R2197804" "1010" "029.13" 169650 301410 0 471060 293930 "RIVER BEND Lot:28  " "3767 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4833.22 5049.14
34 "1S209CD03600" "R2197805" "1010" "029.13" 169650 297350 0 467000 291300 "RIVER BEND Lot:29  " "3761 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4790.04 5003.96
35 "1S209CD03700" "R2197806" "1010" "029.13" 169650 304320 0 473970 295800 "RIVER BEND Lot:30  " "3759 SE WILLAMETTE AVE. HILLSBORO OR, 97123" 0.09 4864.04 5081.26
36 "1S209CD03800" "R2197807" "1010" "029.13" 169650 298910 0 468560 292310 "RIVER BEND Lot:31  " "No Address Found" 0.09 4806.63 5021.31
37 "1S209CD03900" "R2197808" "1010" "029.13" 169650 301610 0 471260 294050 "RIVER BEND Lot:32  " "No Address Found" 0.09 4835.25 5051.18
38 "1S209CD04000" "R2197809" "1010" "029.13" 169650 297040 0 466690 291100 "RIVER BEND Lot:33  " "No Address Found" 0.09 4786.8 5000.53
39 "1S209CD04100" "R2197810" "1010" "029.13" 169650 299310 0 468960 295420 "RIVER BEND Lot:34  " "No Address Found" 0.09 4857.78 5074.72
40 "1S209CD04200" "R2197811" "1010" "029.13" 169650 301870 0 471520 297070 "RIVER BEND Lot:35  " "No Address Found" 0.1 4884.86 5103.06
41 "1S209CD04300" "R2197812" "1010" "029.13" 169650 307580 0 477230 301090 "RIVER BEND Lot:36  " "No Address Found" 0.1 4951.09 5172.12
42 "1S209CD04400" "R2197813" "1010" "029.13" 169650 295860 0 465510 293470 "RIVER BEND Lot:37  " "No Address Found" 0.1 4825.78 5041.25
43 "1S209CD04500" "R2197814" "1010" "029.13" 169650 313930 0 483580 305230 "RIVER BEND Lot:38  " "No Address Found" 0.1 5019.02 5243.24
44 "1S209CD04600" "R2197815" "1010" "029.13" 169650 295860 0 465510 293170 "RIVER BEND Lot:39  " "No Address Found" 0.11 4820.88 5036.06
45 "1S209CD04700" "R2197816" "1010" "029.13" 169650 309080 0 478730 304290 "RIVER BEND Lot:40  " "No Address Found" 0.11 5003.62 5227.09
46 "1S209CD04800" "R2197817" "1010" "029.13" 169650 306530 0 476180 302640 "RIVER BEND Lot:41  " "No Address Found" 0.12 4976.52 5198.74
47 "1S209CD04900" "R2197818" "1010" "029.13" 188490 309110 0 497600 306470 "RIVER BEND Lot:42  " "No Address Found" 0.14 3456.26 5264.56
48 "1S209CD05000" "R2197819" "1010" "029.13" 188490 291770 0 480260 296120 "RIVER BEND Lot:43  " "No Address Found" 0.14 3673.89 5086.77
49 "1S209CD05100" "R2197820" "1010" "029.13" 147510 290420 0 437930 270260 "RIVER BEND Lot:44  " "No Address Found" 0.1 4444.02 4642.55
50 "1S209CD05200" "R2197821" "1010" "029.13" 147510 298910 0 446420 275740 "RIVER BEND Lot:45  " "No Address Found" 0.08 4534.13 4736.66
51 "1S209CD05300" "R2197822" "1010" "029.13" 147510 306340 0 453850 281420 "RIVER BEND Lot:46  " "No Address Found" 0.09 4627.61 4834.25
52 "1S209CD05400" "R2197823" "1010" "029.13" 147510 301680 0 449190 281690 "RIVER BEND Lot:47  " "No Address Found" 0.09 4632.02 4838.86
53 "1S209CD05500" "R2197824" "1010" "029.13" 125390 305340 0 430730 283770 "RIVER BEND Lot:48  " "No Address Found" 0.1 4666.26 4874.59
54 "1S209CD05600" "R2197825" "1010" "029.13" 125390 306010 0 431400 284230 "RIVER BEND Lot:49  " "No Address Found" 0.14 4673.84 4882.52
55 "1S209CD05700" "R2197826" "1010" "029.13" 132760 307910 0 440670 276680 "RIVER BEND Lot:50  " "No Address Found" 0.1 4549.7 4752.81
56 "1S209CD05800" "R2197827" "1010" "029.13" 132760 305730 0 438490 275280 "RIVER BEND Lot:51  " "No Address Found" 0.08 4526.68 4728.78
57 "1S209CD05900" "R2197828" "1010" "029.13" 132760 295860 0 428620 268830 "RIVER BEND Lot:52  " "No Address Found" 0.08 4420.47 4617.97
58 "1S209CD06000" "R2197829" "1010" "029.13" 132760 295020 0 427780 268310 "RIVER BEND Lot:53  " "No Address Found" 0.08 4412.02 4609.01
59 "1S209CD06100" "R2197830" "1010" "029.13" 132760 302220 0 434980 272690 "RIVER BEND Lot:54  " "No Address Found" 0.08 4484.01 4684.29
60 "1S209CD06200" "R2197831" "1010" "029.13" 132760 299310 0 432070 270780 "RIVER BEND Lot:55  " "No Address Found" 0.08 4452.68 4651.45
61 "1S209CD06300" "R2197832" "1010" "029.13" 132760 290800 0 423560 265240 "RIVER BEND Lot:56  " "No Address Found" 0.08 4361.52 4556.29
62 "1S209CD06400" "R2197833" "1010" "029.13" 132760 303390 0 436150 270350 "RIVER BEND Lot:57  " "No Address Found" 0.08 4445.56 4644.06
63 "1S209CD06500" "R2197834" "1010" "029.13" 132760 306430 0 439190 272320 "RIVER BEND Lot:58  " "No Address Found" 0.08 4477.89 4677.92
64 "1S209CD06600" "R2197835" "1010" "029.13" 132760 284200 0 416960 257970 "RIVER BEND Lot:59  " "No Address Found" 0.08 4241.96 4431.42
65 "1S209CD06700" "R2197836" "1010" "029.13" 132760 309460 0 442220 274270 "RIVER BEND Lot:60  " "No Address Found" 0.08 4510.07 4711.4
66 "1S209CD06800" "R2197837" "1010" "029.13" 132760 300820 0 433580 268690 "RIVER BEND Lot:61  " "No Address Found" 0.08 4418.28 4615.57
67 "1S209CD06900" "R2197838" "1010" "029.13" 132760 299240 0 432000 267670 "RIVER BEND Lot:62  " "No Address Found" 0.08 4401.52 4598.05
68 "1S209CD07000" "R2197839" "1010" "029.13" 132760 290910 0 423670 262290 "RIVER BEND Lot:63  " "No Address Found" 0.08 4313.1 4505.63
69 "1S209CD07100" "R2197840" "1010" "029.13" 147510 276210 0 423720 261080 "RIVER BEND Lot:64  " "No Address Found" 0.1 4293.11 4484.85
70 "1S209CD07200" "R2197841" "1010" "029.13" 147510 294110 0 441620 272640 "RIVER BEND Lot:65  " "No Address Found" 0.08 4483.14 4683.42
71 "1S209CD07300" "R2197842" "1010" "029.13" 147510 271960 0 419470 258350 "RIVER BEND Lot:66  " "No Address Found" 0.08 4248.25 4437.94
72 "1S209CD07400" "R2197843" "1010" "029.13" 147510 294110 0 441620 272640 "RIVER BEND Lot:67  " "No Address Found" 0.08 4483.14 4683.42
73 "1S209CD07500" "R2197844" "1010" "029.13" 147510 294110 0 441620 272640 "RIVER BEND Lot:68  " "No Address Found" 0.08 4483.14 4683.42
74 "1S209CD07600" "R2197845" "1010" "029.13" 147510 276200 0 423710 234640 "RIVER BEND Lot:69  " "No Address Found" 0.12 3858.35 4030.66
75 "1S209CD07700" "R2197846" "1010" "029.13" 147510 274830 0 422340 265220 "RIVER BEND Lot:70  " "No Address Found" 0.1 4361.21 4555.95
76 "1S209CD07800" "R2197847" "1010" "029.13" 147510 292640 0 440150 276960 "RIVER BEND Lot:71  " "No Address Found" 0.08 4554.28 4757.62
77 "1S209CD07900" "R2197848" "1010" "029.13" 147510 277760 0 425270 235640 "RIVER BEND Lot:72  " "No Address Found" 0.08 3874.77 4047.82
78 "1S209CD08000" "R2197849" "1010" "029.13" 147510 294110 0 441620 272640 "RIVER BEND Lot:73  " "No Address Found" 0.08 4483.14 4683.42
79 "1S209CD08100" "R2197850" "1010" "029.13" 147510 262930 0 410440 255740 "RIVER BEND Lot:74  " "No Address Found" 0.08 4205.38 4393.09
80 "1S209CD08200" "R2197851" "1010" "029.13" 147510 292640 0 440150 275170 "RIVER BEND Lot:75  " "No Address Found" 0.08 4524.81 4726.87
81 "1S209CD08300" "R2197852" "1010" "029.13" 147510 276360 0 423870 263690 "RIVER BEND Lot:76  " "No Address Found" 0.08 4335.98 4529.68
82 "1S209CD08400" "R2197853" "1010" "029.13" 147510 292640 0 440150 274250 "RIVER BEND Lot:77  " "No Address Found" 0.08 4509.71 4711.07
83 "1S209CD08500" "R2197854" "1010" "029.13" 147510 276650 0 424160 265310 "RIVER BEND Lot:78  " "No Address Found" 0.09 4362.72 4557.5
84 "1S209CD08600" "R2197855" "1010" "029.13" 147510 295180 0 442690 277520 "RIVER BEND Lot:79  " "No Address Found" 0.1 4563.43 4767.23
85 "1S209CD08700" "R2197856" "1010" "029.13" 163900 269780 0 433680 270150 "RIVER BEND Lot:80  " "No Address Found" 0.15 4442.34 4640.64
86 "1S209CD08800" "R2197857" "1010" "029.13" 147510 325640 0 473150 297430 "RIVER BEND Lot:81  " "No Address Found" 0.09 4890.82 5109.26
87 "1S209CD08900" "R2197858" "1010" "029.13" 147510 335290 0 482800 303770 "RIVER BEND Lot:82  " "No Address Found" 0.09 4995.14 5218.15
88 "1S209CD09000" "R2197859" "1010" "029.13" 147510 326410 0 473920 297950 "RIVER BEND Lot:83  " "3703 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.11 4899.43 5118.2
89 "1S209CD09100" "R2197860" "1010" "029.13" 147510 334630 0 482140 276900 "RIVER BEND Lot:84  " "3741 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.11 4553.25 4756.59
90 "1S209CD09200" "R2197861" "1010" "029.13" 147510 274820 0 422330 259580 "RIVER BEND Lot:85  " "3749 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.09 4268.38 4459.07
91 "1S209CD09300" "R2197862" "1010" "029.13" 147510 294110 0 441620 272640 "RIVER BEND Lot:86  " "3753 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.08 4483.14 4683.42
92 "1S209CD09400" "R2197863" "1010" "029.13" 147510 277760 0 425270 262080 "RIVER BEND Lot:87  " "3757 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.08 4309.54 4502.0
93 "1S209CD09500" "R2197864" "1010" "029.13" 147510 294110 0 441620 272640 "RIVER BEND Lot:88  " "3765 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.08 4483.14 4683.42
94 "1S209CD09600" "R2197865" "1010" "029.13" 147510 277760 0 425270 262080 "RIVER BEND Lot:89  " "3769 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.08 4309.54 4502.0
95 "1S209CD09700" "R2197866" "1010" "029.13" 147510 294110 0 441620 246200 "RIVER BEND Lot:90  " "3773 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.08 4048.38 4229.24
96 "1S209CD09800" "R2197867" "1010" "029.13" 147510 288310 0 435820 268890 "RIVER BEND Lot:91  " "3779 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.08 4421.5 4618.99
97 "1S209CD09900" "R2197868" "1010" "029.13" 147510 276210 0 423720 257710 "RIVER BEND Lot:92  " "3781 SE MCKENZIE AVE. HILLSBORO OR, 97123" 0.1 4237.73 4426.94
98 "1S209CD10000" "R2197869" "0000" "029.13" 0 0 0 0 0 "RIVER BEND Lot:A  " "No Address Found" 4.0 0.0 0.0
99 "1S209CD10100" "R2197870" "0000" "029.13" 0 0 0 0 0 "RIVER BEND Lot:B  " "No Address Found" 0.39 0.0 0.0
